Category,Desc,Food ID,Carbs,Cholesterol,Calories,Protein,Sugar ,Saturated Fat,Calcium,Iron,Vitamin B6,Vitamin C
BEEF,"BEEF,SHRT LOIN,TOP LOIN LN,1/8"" FAT,ALL GRDS,CKD,BRLD",23606,0,66,189,29.3,0,2.7,19,1.85,0.629,0
BEEF,"BEEF,SHRT LOIN,TOP LOIN,LN,1/8"" FAT,ALL GRDS,RAW",23607,0,53,138,22.93,0,1.905,25,1.64,0.642,0
BEEF,"BEEF,RND,TOP RND,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",23608,0,72,185,31.82,0,1.878,7,2.7,0.427,0
BEEF,"BEEF,RND,TOP RND,LN,1/8"" FAT,ALL GRDS,RAW",23609,0,55,135,22.91,0,1.399,20,1.99,0.677,0
BEEF,"BEEF,TOP SIRLOIN,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",23610,0,55,178,29.42,0,2.224,19,1.87,0.631,0
BEEF,"BEEF,TOP SIRLOIN,LN,1/8"" FAT,ALL GRDS,RAW",23611,0,42,131,22.09,0,1.508,25,1.61,0.619,0
BEEF,"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,CHOIC,RAW",23612,0,54,139,21.96,0,1.875,15,2.02,0.489,0
BEEF,"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,CHOIC,RAW",23613,0,43,129,21.69,0,1.508,15,2.04,0.483,0
BEEF,"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,CHOIC,CKD,BRSD",23614,0,81,224,34.72,0,3.17,15,3.04,0.344,0
BEEF,"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,CHOIC,CKD,BRSD",23615,0,66,203,33.13,0,2.572,14,2.88,0.328,0
BEEF,"BEEF,RND,EYE OF RND,LN,1/8"" FAT,CHOIC,RAW",23616,0,46,128,22.88,0,1.158,20,2.12,0.672,0
BEEF,"BEEF,RND,TOP RND LN,1/8"" FAT,CHOIC,RAW",23617,0,65,140,22.69,0,1.637,20,2.12,0.666,0
BEEF,"BEEF,RND,BTTM RND,LN,1/8"" FAT,CHOIC,RAW",23618,0,67,140,22.22,0,1.699,19,2.06,0.653,0
BEEF,"BEEF,RND,BTTM RND,LN,1/8"" FAT,CHOIC,CKD,RSTD",23619,0,89,179,27.56,0,2.334,6,2.43,0.385,0
BEEF,"BEEF,RND,EYE OF RND LN,1/8"" FAT,CHOIC,CKD,RSTD",23620,0,70,175,29.87,0,1.828,6,2.61,0.417,0
BEEF,"BEEF,RND,TOP RND,LN,1/8"" FAT,CHOIC,CKD,BRLD",23621,0,82,193,32.04,0,2.154,7,2.84,0.447,0
BEEF,"BEEF,RND,BTTM RND,LN,1/8"" FAT,CHOIC,CKD,BRSD",23622,0,119,228,34.22,0,3.109,7,3.01,0.478,0
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,CHOIC,RAW",23623,0,60,148,22.12,0,2.183,28,1.63,0.607,0
BEEF,"BEEF,TENDERLOIN,LN,1/8"" FAT,CHOIC,RAW",23624,0,72,158,22.17,0,2.612,28,1.63,0.607,0
BEEF,"BEEF,TOP SIRLOIN,LN,1/8"" FAT,CHOIC,RAW",23625,0,47,135,21.91,0,1.709,28,1.63,0.601,0
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN,1/8""FAT,CHOIC,CKD,BRLD",23626,0,85,202,28.29,0,3.445,16,1.92,0.589,0
BEEF,"BEEF,SHRT LOIN,TOP LOIN LN,1/8"" FAT,CHOIC,RAW",23627,0,66,155,22.78,0,2.378,29,1.66,0.625,0
BEEF,"BEEF,TENDERLOIN,LN,1/8"" FAT,CHOIC,CKD,BRLD",23628,0,85,206,29.01,0,3.465,16,1.95,0.604,0
BEEF,"BEEF,TOP SIRLOIN,LN,1/8"" FAT,CHOIC,CKD,BRLD",23629,0,63,187,29.51,0,2.56,17,2.01,0.548,0
BEEF,"BEEF,SHRT LOIN,TOP LOIN LN,1/8"" FAT,CHOIC,CKD,BRLD",23630,0,79,201,29.16,0,3.217,16,1.97,0.607,0
BEEF,"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,SEL,RAW",23631,0,35,125,22.26,0,1.232,18,1.86,0.556,0
BEEF,"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,SEL,RAW",23632,0,38,124,21.45,0,1.34,18,1.83,0.536,0
BEEF,"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,SEL,CKD,BRSD",23633,0,61,205,34.6,0,2.406,17,2.89,0.321,0
BEEF,"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,SEL,CKD,BRSD",23634,0,50,189,33.18,0,1.973,17,2.81,0.308,0
BEEF,"BEEF,RND,EYE OF RND,LN,1/8"" FAT,SEL,RAW",23635,0,36,119,22.31,0,0.898,22,1.92,0.655,0
BEEF,"BEEF,RND,TOP RND,LN,1/8"" FAT,SEL,RAW",23636,0,46,129,23.13,0,1.154,22,1.97,0.679,0
BEEF,"BEEF,RND,BTTM RND,LN,1/8"" FAT,SEL,RAW",23637,0,50,128,22.18,0,1.253,21,1.9,0.652,0
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,ALL GRDS,CKD,BRLD",23638,0,71,195,29.58,0,2.907,19,1.88,0.635,0
BEEF,"BEEF,VAR MEATS & BY-PRODUCTS,TRIPE,CKD,SIMMRD",23640,1.99,157,94,11.71,0,1.357,81,0.66,0,0
BEEF,"BEEF,BTTM SIRLOIN,TRI-TIP,LN,0"" FAT,ALL GRDS,RAW",23646,0,43,142,21.26,0,1.729,23,1.54,0.595,0
BEEF,"BEEF,BTTM SIRLOIN,TRI-TIP,LN,0"" FAT,CHOIC,CKD,RSTD",23647,0,83,193,26.34,0,3.527,15,1.77,0.548,0
BEEF,"BEEF,BTTM SIRLOIN,TRI-TIP,LN,0"" FAT,CHOIC,RAW",23648,0,53,154,21.17,0,2.132,27,1.54,0.581,0
BEEF,"BEEF,BTTM SIRLOIN,TRI-TIP,LN,0"" FAT,SEL,CKD,RSTD",23649,0,59,179,27.17,0,2.517,20,1.68,0.6,0
BEEF,"BEEF,BTTM SIRLOIN,TRI-TIP,LN,0"" FAT,SEL,RAW",23650,0,37,129,21.34,0,1.5,22,1.55,0.602,0
BEEF,"BEEF,RND,TIP RND,LN,0"" FAT,ALL GRDS,RAW",23651,0,64,126,21.07,0,1.376,18,1.77,0.612,0
BEEF,"BEEF,RND,TIP RND,LN,0"" FAT,CHOIC,RAW",23652,0,72,130,20.76,0,1.556,18,1.92,0.61,0
BEEF,"BEEF,RND,TIP RND,LN,0"" FAT,SEL,RAW",23653,0,53,122,21.38,0,1.147,20,1.78,0.628,0
BEEF,"BEEF,FLANK,LN,0"" FAT,ALL GRDS,CKD,BRLD",23654,0,49,186,27.89,0,3.07,18,1.74,0.599,0
BEEF,"BEEF,FLANK,LN,0"" FAT,SEL,CKD,BRLD",23655,0,43,178,27.96,0,2.688,20,1.71,0.618,0
BEEF,"BEEF,FLANK,LN,0"" FAT,ALL GRDS,RAW",23656,0,33,141,21.57,0,2.058,24,1.57,0.604,0
BEEF,"BEEF,FLANK,LN,0"" FAT,SEL,RAW",23657,0,34,137,21.43,0,2.074,21,1.54,0.605,0
BEEF,"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,CHOIC,RAW",23658,0.12,81,278,18.12,0,8.939,15,1.68,0.403,0
BEEF,"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,SEL,RAW",23659,0,81,276,17.77,0,8.963,17,1.5,0.446,0
BEEF,"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,CHOIC,CKD,BRSD",23660,0,80,298,28.66,0,8.219,16,2.46,0.278,0
BEEF,"BEEF,GROUND BF CALCULATOR - USER SELECTS LEAN/FAT PERCENTAGE",23999,0,0,0,0,0,0,0,0,0,0
POPCORN,"POPCORN,OIL-POPPED,LOFAT",25000,76.04,0,402,10.72,0.649999976,1.184,14,2.87,0.21,0
POPCORN,"POPCORN,OIL-POPPED,LOFAT",25001,72,0,424,12.6,0.920000017,1.415,11,2.28,0.17,0
Snacks,"Snacks, popcorn, unpopped kernels",25002,73.12,0,375,10.87,0.910000026,0.64,5,3.04,0.288,0
FORM BAR,"FORM BAR,MASTERFOODS USA,SNICKERS MARATHON CHEWY CHOC PNUT",25004,47.24,4,396,24.29,32.86000061,4.728,965,0,3.636,144.4
FORM BAR,"FORM BAR,MASTERFOODS USA,SNICKERS MARATHON MULTI GRAIN",25005,55.12,3,406,18.49,33.04000092,4.794,953,14.67,3.636,144.3
FORM,"FORM,MASTERFOODS USA,SNICKERS MARATHON DOUBLE CHOC NUT BAR",25006,52.47,4,343,22.35,22.67000008,4.847,1495,17.95,4.525,176.2
SNACKS,"SNACKS,M&M MARS,KUDOS WHL GRAIN BARS,PNUT BUTTER",25007,64.69,5,463,5.88,44.29000092,10.411,871,0.89,0,0.3
FORM BAR,"FORM BAR,MASTERFOODS USA,SNICKERS MARATHON HONEY NUT OAT BAR",25008,54.3,0,378,22.5,26.26000023,4.481,0,18.15,4.525,176.4
SNACKS,"SNACKS,M&M MARS,KUDOS WHL GRAIN BAR,M&M'S MILK CHOC",25009,73.01,4,415,3.78,37.81000137,6.802,943,0.85,0,0.2
FORM BAR,"FORM BAR,MASTERFOODS USA,COCOAVIA,CHOC ALMOND SNACK BAR",25010,51.68,2,347,7.72,27.03000069,4.326,1209,2.21,0.909,42.5
Snacks,"Snacks, sweet potato chips",25012,64.83,0,496,3.5,7,2.207,71,2.55,0.535,0
Snacks,"Snacks, FRITOLAY, SUNCHIPS, Multigrain Snack, original",25013,67.26,0,491,7.95,7.199999809,2.166,20,1.74,0.2,0
SNACKS,"SNACKS,POPCORN,MICROWAVE,REG (BUTTER) FLAVOR, W/PARHYD OIL",25014,55.71,4,527,8.69,0.540000021,6.904,20,2.36,0.164,0
Form Bar,"Form Bar, MASTERFOODS, SNCKRS MARATH Prot Perf Bar, Crml Nut",25015,53,6,402,25,28.75,4.375,625,10.13,2.5,75
Form Bar,"Form Bar, MASTERFOODS, SNICKERS Marathon Energy Bar, all",25016,50.3,4,386,21.91,28.70999908,4.753,754,16.31,4.525,489.9
Formulated bar,"Formulated bar, POWER BAR, chocolate",25017,69.63,0,363,14.15,30.06999969,1.32,504,11.7,2.2,92.3
FORM BAR,"FORM BAR,MASTERFOODS USA,COCOAVIA,CHOC BLUEBERRY SNACK BAR",25018,57.87,2,325,6.21,33.40000153,3.87,1207,1.88,1.364,42.4
SNACKS,"SNACKS,FRITOLAY,SUNCHIPS,MULTIGRAIN SNACK,FRENCH ONION FLAVR",25022,65.49,5,496,8.68,8.819999695,2.469,42,1.55,0.289,0.9
SNACKS,"SNACKS,FRITOLAY,SUNCHIPS,MULTIGRAIN,HARVEST CHEDDAR",25023,64.7,4,491,8.08,7.050000191,2.892,41,1.41,0.269,0.9
PRETZELS,"PRETZELS,SOFT,UNSALTED",25024,71.04,3,338,8.2,0.25,0.695,23,3.92,0.02,0
Snacks,"Snacks, soy chips or crisps, salted",25025,53.15,0,376,26.5,1.799999952,0,171,5.2,0.513,0
POPCORN,"POPCORN,MICROWAVE,REG (BUTTER) FLAVOR,MADE W/ PALM OIL",25026,55.69,0,528,8.69,0.540000021,13.634,20,2.36,0.164,0
No Category,PLANTAIN CHIPS,25027,57.32,0,559,1.69,0,9.412,6,0.78,0.45,0
SNACKS,"SNACKS,TORTILLA CHIPS,PLN,YEL CORN",25028,67.31,0,492,7.18,0.970000029,2.462,94,1.6,0.227,0
SOUP,"SOUP,EGG DROP,CHINESE RESTAURANT",27000,4.29,23,27,1.16,0,0.166,7,0.26,0.02,0
SOUP,"SOUP,HOT & SOUR,CHINESE RESTAURANT",27001,4.35,21,39,2.58,0.419999987,0.229,19,0.64,0.064,0
SOUP,"SOUP,WONTON,CHINESE RESTAURANT",27002,5.25,4,32,2.08,0.340000004,0.062,5,0.21,0.076,0
CAMPBELL,"CAMPBELL,CAMPBELL'S CHUNKY SOUPS,BF STEW - FULL",27004,8.16,8,65,4.08,2.039999962,0.816,8,0.59,0,0.5
CAMPBELL,"CAMPBELL,CAMPBELL'S CHUNKY SOUPS,BF STROGANOF -",27005,7.35,16,102,4.9,1.220000029,1.633,16,0.59,0,0
CAMPBELL,"CAMPBELL,CAMPBELL'S CHUNKY,HEALTHY REQUEST BF BARLEY SOUP",27006,8.57,6,57,3.67,1.220000029,0.408,8,0.44,0,0
CAMPBELL'S CHNKY,"CAMPBELL'S CHNKY,HEALTHY REQUST MICROWAVBL ,CHICK NODLE SOUP",27007,6.12,8,45,2.86,0.819999993,0.408,8,0.29,0,1
CAMPBELL SOUPS,"CAMPBELL SOUPS,HLTHY RQST MCRWVBL BWL,GRLL CHICK SSAGE GMB",27008,8.16,6,53,3.27,1.629999995,0.408,16,0.29,0,2.4
CAMPBELL,"CAMPBELL,CAMPBELL'S CHUNKY SOUPS,HEALTHY REQUES",27009,8.16,4,49,2.45,0.819999993,0.204,41,0.29,0,0
CAMPBELL,"CAMPBELL,CAMPBELL'S CHUNKY SOUPS,RIGATONI & MEA",27010,9.8,8,90,5.31,3.269999981,1.633,33,0.73,0,0
CAMPBELL,"CAMPBELL,CAMPBELL'S CHUNKY SOUPS,TURKEY POT PIE",27011,8.57,14,82,4.49,1.629999995,0.612,8,0.44,0,0
CAMPBELL,"CAMPBELL,CAMPBELL'S RED & WHITE,CHEDDAR CHS SOU",27012,8.87,4,81,1.61,1.610000014,1.613,32,0,0,0
CAMPBELL,"CAMPBELL,CAMPBELL'S RED & WHITE,CHICK BARLEY W/",27013,12.7,4,71,3.17,1.590000033,0.397,0,0,0,0
CAMPBELL,"CAMPBELL,CAMPBELL'S RED & WHITE,ITALIAN STYLE W",27014,9.52,8,71,3.17,1.590000033,0.794,32,0.57,0,0
CAMPBELL,"CAMPBELL,CAMPBELL'S RED & WHITE,SHREK SHAPED PA",27015,8.73,4,56,3.17,0.790000021,0.397,0,0.29,0,0
CAMPBELL,"CAMPBELL,CAMPBELL'S RED & WHITE,SOUPER SHAPES S",27016,8.73,4,56,3.17,0.790000021,0.397,0,0.29,0,0
CAMPBELL,"CAMPBELL,CAMPBELL'S SEL MICROWAVEABLE BOWLS,HEA",27017,6.12,6,49,2.86,1.220000029,0.408,16,0.44,0,0
CAMPBELL,"CAMPBELL,CAMPBELL'S SEL MICROWAVEABLE BOWLS,HEA",27018,7.76,4,53,3.27,1.220000029,0.204,16,0.29,0,0
CAMPBELL,"CAMPBELL, SEL SOUP,HARVEST TOMATO W/ BASIL SOUP",27019,7.35,0,33,0.41,4.079999924,0,0,0.15,0,2
CAMPBELL,"CAMPBELL,CAMPBELL'S SEL SOUP,ZESTY AZTECA MEATB",27020,6.94,4,45,2.04,1.629999995,0.408,16,0.15,0,0
CAMPBELL,"CAMPBELL,CAMPBELL'S SEL SOUPS,HEALTHY REQUEST C",27021,5.31,6,41,2.86,0.409999996,0.408,8,0.15,0,0
CAMPBELL,"CAMPBELL,CAMPBELL'S SOUP AT HAND,25% LESS NA CH",27022,3.61,3,26,1.31,0.660000026,0.164,0,0,0,0.8
CAMPBELL,"CAMPBELL,CAMPBELL'S SOUP AT HAND,25% LESS NA CL",27023,8.85,0,39,0.98,4.920000076,0,7,0.24,0,11.8
CAMPBEL,"CAMPBEL,CAMPBELL'S SEL GOLD LABEL SOUPS,CREAMY",27024,10.2,10,82,2.04,6.119999886,2.449,41,0.15,0,0
CAMPBELL,"CAMPBELL,CAMPBELL'S SEL GOLD LABEL SOUPS,ITALIA",27025,7.76,0,37,1.22,5.710000038,0,16,0,0,2
CAMPBELL,"CAMPBELL,CAMPBELL'S SEL GOLD LABEL SOUPS,SOUTHW",27026,10.61,0,61,1.22,2.859999895,0.204,8,0.15,0,0.5
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,PACE,PICO DE GALLO",27027,9.38,0,31,0,6.25,0,0,0,0,3.8
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,PACE,SALSA VERDE",27028,6.25,0,47,0,6.25,0,0,0,0,3.8
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,PACE,TEQUILA LIME SALSA",27029,9.38,0,47,0,6.25,0,0,0,0,7.5
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,PACE,TRIPLE PEPPER SALSA",27030,9.38,0,47,3.13,6.25,0,0,0,0,7.5
CAMPBELL,"CAMPBELL,CAMPBELL'S RED & WHITE,LENTIL SOUP,COND",27032,19.05,0,111,7.14,1.590000033,0.397,32,2.86,0,0
CAMPBELL,"CAMPBELL,PREGO PASTA,HEART SMART- TRADITIONAL S",27033,10,0,69,1.54,7.699999809,0.385,15,0.55,0,1.8
CAMPBELL,"CAMPBELL,RED & WHITE,98% FAT FREE CRM OF MUSHROOM SOUP,COND",27034,7.26,4,56,1.61,0.810000002,0.403,16,0,0,0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,TOMATO JUC",31001,4.12,0,20,0.82,2.880000114,0,8,0.15,0,29.6
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,TOMATO JUC,LO NA",31002,4.12,0,20,0.82,2.880000114,0,8,0.15,0,29.6
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 VEG JUC,LEMON TWIST V8",31003,4.12,0,20,0.82,3.289999962,0,16,0.3,0,29.6
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 VEG JUC,V8 PICANTE",31004,4.12,0,20,0.82,3.289999962,0,16,0.15,0,29.6
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 VEG JUC,ORGANIC V8",31005,4.12,0,20,0.82,3.289999962,0,16,0.3,0,29.6
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,ORGANIC TOMATO JUC",31006,4.12,0,20,0.82,2.880000114,0,8,0.15,0,29.6
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,HEALTHY REQUEST TOMATO JUC",31007,4.12,0,21,0.82,3.700000048,0,8,0,0,29.6
No Category,CAMPBELL'S V8 100% VEG JUC,31008,4.12,0,21,0.82,3.289999962,0,16,0.3,0,29.6
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 VEG JUC,ESSENTIAL ANTIOXIDANTS V8",31010,4.53,0,21,0.82,3.289999962,0,16,0.3,0,49.4
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 VEG JUC,CA ENR V8",31011,4.53,0,21,0.82,3.289999962,0,123,0.3,0,29.6
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 VEG JUC,LO NA V8",31012,4.12,0,21,0.82,3.289999962,0,8,0.15,0,29.6
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 VEG JUC,SPICY HOT V8",31013,4.12,0,20,0.82,3.289999962,0,16,0.3,0,29.6
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,PACE,JALAPENOS NACHO SLICED PEPPERS",31014,3.33,0,13,0,3.329999924,0,67,0,0,12
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,PACE,DICED GRN CHILIES",31015,6.67,0,27,0,3.329999924,0,0,0,0,12
AGUTUK,"AGUTUK,FISH/BERRY W/ SEAL OIL (ICE CREAM) (ALASKA NATIVE)",35001,13.4,10,353,3.4,0,7.7,8,0.3,0.01,2.9
AGUTUK,"AGUTUK,FISH W/ SHORTENING (ALASKA NATIVE)",35002,10.5,26,470,9,0,8.6,0,0.2,0,0
AGUTUK,"AGUTUK,MEAT-CARIBOU (ALASKAN ICE CREAM) (ALASKA NATIVE)",35003,0.9,89,258,21.7,0,5.1,16,4.55,0.23,2.2
No Category,ASCIDIANS (TUNUGHNAK) (ALASKA NATIVE),35004,0,7,20,3.8,0,0.1,47,3.3,0,0
BEAR,"BEAR,BLACK,MEAT (ALASKA NATIVE)",35007,0,0,155,20.1,0,0,0,7.2,0,0
BEAR,"BEAR,POLAR,MEAT,RAW (ALASKA NATIVE)",35008,0,0,130,25.6,0,0.63,17,6.1,0,2
WHALE,"WHALE,BELUGA,MEAT,DRIED (ALASKA NATIVE)",35009,0,122,327,69.86,0,1.204,22,72.35,0.131,0
WHALE,"WHALE,BELUGA,EYES (ALASKA NATIVE)",35010,0,0,291,19.6,0,0,0,0,0,0
Whale,"Whale, beluga, meat, raw (Alaska Native)",35011,0,80,111,26.5,0,0.092,7,25.9,0.046,0
WHALE,"WHALE,BELUGA,FLIPPER,RAW (ALASKA NATIVE)",35012,0,0,271,19,0,0,11,2.8,0,0
WHALE,"WHALE,BELUGA,LIVER,RAW (ALASKA NATIVE)",35013,2,0,117,18.4,0,0,11,0,0,0
OIL,"OIL,BELUGA,WHALE (ALASKA NATIVE)",35014,0,0,900,0,0,14.49,0,0,0,0
BLACKBERRIES,"BLACKBERRIES,WILD,RAW (ALASKA NATIVE)",35015,9.84,0,52,0.84,3.650000095,0,5,0.21,0.039,4.7
FISH,"FISH,BLACKFISH,WHL (ALASKA NATIVE)",35016,0,0,82,15.5,0,0,236,4.6,0,0
BLUEBERRIES,"BLUEBERRIES,WILD,FRZ (ALASKA NATIVE)",35017,10.4,0,44,0.7,0,0,15,1.1,0,2.2
CARIBOU,"CARIBOU,BONE MARROW,RAW (ALASKA NATIVE)",35021,0,0,786,6.7,0,0,0,4.5,0,0
CARIBOU,"CARIBOU,EYE,RAW (ALASKA NATIVE)",35022,0,0,326,10.8,0,0,19,4.7,0,0
CARIBOU,"CARIBOU,LIVER,RAW (ALASKA NATIVE)",35023,6.8,0,122,15,0,0,4,15.7,0,0
STEW/SOUP,"STEW/SOUP,CARIBOU (ALASKA NATIVE)",35024,4.8,0,41,3.8,0,0.01,7,0.2,0.06,1.5
CARIBOU,"CARIBOU,TONGUE,RAW (ALASKA NATIVE)",35025,0,0,260,13.7,0,0,6,2.8,0,0
CHITON,"CHITON,LEATHERY,GUMBOOTS (ALASKA NATIVE)",35026,0,0,83,17.1,0,0,121,16,0,0
CLOUDBERRIES,"CLOUDBERRIES,RAW (ALASKA NATIVE)",35027,8.6,0,51,2.4,0,0,18,0.7,0,158
COCKLES,"COCKLES,RAW (ALASKA NATIVE)",35028,4.7,0,79,13.5,0,0,30,16.2,0,0
CRANBERRIES,"CRANBERRIES,WILD,BUSH,RAW (ALASKA NATIVE)",35029,12.3,0,55,1.1,0,0,20,1,0,15
CRANBERRY,"CRANBERRY,LO BUSH OR LINGENBERRY,RAW (ALASKA NATIVE)",35030,12.2,0,55,0.4,0,0,26,0.4,0,21
FISH,"FISH,DEVILFISH,MEAT (ALASKA NATIVE)",35034,0,0,97,11.7,0,0,12,0.4,0,3
FIREWEED,"FIREWEED,YOUNG LEAVES,RAW (ALASKA NATIVE)",35038,6.3,0,44,3,0,0,13,2.1,0,99
FISH,"FISH,HERRING EGGS ON GIANT KELP,PACIFIC (ALASKA NATIVE)",35039,2.6,0,63,11.3,0,0,161,3.4,0,0
FISH,"FISH,HERRING EGGS,PACIFIC,DRY (ALASKA NATIVE)",35040,2.8,0,312,60.4,0,0,29,0,0,0
FISH,"FISH,HERRING EGGS,PACIFIC,PLN (ALASKA NATIVE)",35041,4.47,40,74,9.6,0,0.43,19,2.7,0,0.6
FISH,"FISH,HERRING,PACIFIC,FLSH,AIR-DRIED,PACK OIL (ALASKA NATIVE)",35042,0,0,489,44.5,0,0,0,0,0,0
HUCKLEBERRIES,"HUCKLEBERRIES,RAW (ALASKA NATIVE)",35043,8.7,0,37,0.4,0,0,15,0.3,0,2.8
FISH,"FISH,LINGCOD,MEAT,RAW (ALASKA NATIVE)",35046,0,0,79,17.9,0,0,0,0,0,0
FISH,"FISH,LINGCOD,LIVER (ALASKA NATIVE)",35047,6,0,424,5.6,0,0,5,1,0,0
STEW,"STEW,MOOSE (ALASKA NATIVE)",35048,6,0,55,6.6,0,0.01,12,1.52,0.03,1
MOOSE,"MOOSE,MEAT,RAW (ALASKA NATIVE)",35049,0,54,103,22.3,0,0.22,5,3.28,0,4
MASHU ROOTS,"MASHU ROOTS,RAW (ALASKA NATIVE)",35050,22.6,0,135,5.8,0,0,0,0,0,11
MOOSE,"MOOSE,LIVER,BRSD (ALASKA NATIVE)",35051,3.43,389,155,24.38,0,0,7,6.77,0.91,22.6
MOUSE NUTS,"MOUSE NUTS,ROOTS (ALASKA NATIVE)",35052,16.1,0,81,3.9,0,0,22,0,0,16
MOUSE NUTS,"MOUSE NUTS,SEEDLINGS (ALASKA NATIVE)",35053,16.3,0,104,7.3,0,0,17,0,0,8
No Category,OCTOPUS (ALASKA NATIVE),35054,0,41,56,12.3,0,0.2,35,4.9,0,0
Seal,"Seal, bearded (Oogruk), meat, dried (Alaska Native)",35055,0,0,351,82.6,0,0.6,0,49.6,0,0
SEAL,"SEAL,BEARDED (OOGRUK),MEAT,RAW (ALASKA NATIVE)",35056,0,100,110,26.7,0,0,10,12.9,0,0
OIL,"OIL,BEARDED SEAL (OOGRUK) (ALASKA NATIVE)",35057,0,52,899,0.56,0,10.926,0,0,0,0
OOPAH (TUNICATE),"OOPAH (TUNICATE),WHL ANIMAL (ALASKA NATIVE)",35058,0,0,67,11.7,0,0,53,20.7,0,0
OWL,"OWL,HORNED,FLESH,RAW (ALASKA NATIVE)",35059,0,0,136,22.7,0,0,16,4.8,0,0
FISH,"FISH,PIKE,NORTHERN,LIVER (ALASKA NATIVE)",35060,4.3,0,156,16.6,0,0,28,2.1,0,0
RHUBARB,"RHUBARB,WILD,LEAVES (ALASKA NATIVE)",35063,9.9,0,61,4.2,0,0,0,0,0,33
FISH,"FISH,SALMON,TIPNUK,FERMENTED (ALASKA NATIVE)",35064,0,0,159,15.9,0,0,0,0,0,0
FISH,"FISH,SALMON,KING,CHINOOK,KIPPERED,CND (ALASKA NATIVE)",35065,0,0,266,30.7,0,0,38,1.7,0,0
FISH,"FISH,SALMON,KING,CHINOOK,SMOKED & CND (ALASKA NATIVE)",35066,0,0,150,23.2,0,0,60,1.8,0,0
FISH,"FISH,SALMON,KING,CHINOOK,SMOKED,BRINED (ALASKA NATIVE)",35067,0,107,430,39.9,0,6.97,23,4.5,0,0
FISH,"FISH,SALMON,KING,CHINOOK,LIVER (ALASKA NATIVE)",35068,4.3,0,156,16.6,0,0,28,2.6,0,0
DUCK,"DUCK,SCOTER,WHITE-WINGED,MEAT (ALASKA NATIVE)",35069,0,0,84,20.2,0,0,8,0,0,0
SEA CUCUMBER,"SEA CUCUMBER,YANE (ALASKA NATIVE)",35070,0,0,56,13,0,0,30,0.6,0,0
SEAL,"SEAL,RINGED,MEAT (ALASKA NATIVE)",35071,0,90,142,28.4,0,0.82,5,19.6,0,0
SOUP,"SOUP,FISH,HOMEMADE (ALASKA NATIVE)",35073,5.6,12,72,7.4,0,0.5,35,0.5,0.01,0.3
SOURDOCK,"SOURDOCK,YOUNG LEAVES (ALASKA NATIVE)",35074,6.5,0,42,2.3,0,0,2,0.8,0,68
SQUIRREL,"SQUIRREL,GROUND,MEAT (ALASKA NATIVE)",35075,0,0,111,19.3,0,0,0,4.7,0,0
TEA,"TEA,TUNDRA,HERB & LABORADOR COMBINATION (ALASKA NATIVE)",35078,0.2,0,1,0,0,0,2,0.08,0,0.3
WALRUS,"WALRUS,MEAT,DRIED (ALASKA NATIVE)",35079,0,0,251,57,0,0,0,43,0,0
DEER (VENISON),"DEER (VENISON),SITKA,RAW (ALASKA NATIVE)",35080,0,18,111,21.5,0,0.63,7,2.9,0,0
WALRUS,"WALRUS,MEAT,RAW (ALASKA NATIVE)",35081,0,80,199,19.2,0,2.57,18,9.4,0,0
